tfopwg_disp,,ra,,dec,pl_orbper,,,,pl_trandurh,,,,pl_trandep,,,,pl_rade,,,,pl_insol,,,,pl_eqt,,,,st_teff,,,,st_rad
CANDIDATE,,278.680624,,-65.95319,5.6494351,,,,5.214,,,,200,,,,3.74551,,,,730.055,,,,1448,,,,5764,,,,2.95
CANDIDATE,,311.805966,,47.323959,5.754879,,,,6.944,,,,1820,,,,12.52,,,,2173.06,,,,1902,,,,6742,,,,2.95
FALSE POSITIVE,,242.016315,,-68.588832,2.19296,,,,4.586,,,,4933.74,,,,22.7769,,,,31883.5,,,,3722,,,,7009.8,,,,2.95
FALSE POSITIVE,,71.799228,,-68.985641,1.1140067,,,,3.072,,,,410,,,,6.34675,,,,6504.41,,,,2501,,,,5614,,,,2.94
CANDIDATE,,292.723724,,30.433453,2.0348789,,,,2.379,,,,176,,,,3.57655,,,,93196.9,,,,4867,,,,8279,,,,2.94
FALSE POSITIVE,,122.068635,,-35.559433,1.5136003,,,,2.4400695,,,,745.1393405,,,,8.3090193,,,,14144.86688,,,,2781.438526,,,,6017,,,,2.93328
FALSE POSITIVE,,301.240411,,46.707217,3.1979646,,,,5.69,,,,2060,,,,12.9757,,,,3205.65,,,,2096,,,,5990,,,,2.93
CANDIDATE,,150.7847,,-72.267792,0.4415174,,,,1.7224979,,,,3910.452354,,,,31.5083507,,,,9740.796411,,,,2533.776863,,,,5117,,,,2.9223199
FALSE POSITIVE,,339.785541,,49.426562,5.7785318,,,,2.348,,,,4990,,,,42.6903,,,,2264.51,,,,1921,,,,8224,,,,2.92
FALSE POSITIVE,,266.962207,,83.428826,10.9278415,,,,2.468,,,,2743,,,,49.1695,,,,270.142,,,,1129,,,,6259,,,,2.92
CANDIDATE,,102.193683,,12.282471,3.3328544,,,,6.488,,,,2300,,,,13.2674,,,,4271.73,,,,2252,,,,6272,,,,2.91
FALSE POSITIVE,,356.588834,,60.487025,1.577609,,,,1.646,,,,1055,,,,9.73924,,,,2982.64,,,,2058,,,,7856,,,,2.91
FALSE POSITIVE,,137.518351,,-43.924957,1.2602151,,,,1.7829162,,,,3711.715258,,,,28.2499512,,,,60333.04338,,,,3997.224658,,,,9255,,,,2.9098899
CANDIDATE,,353.033186,,-21.801201,14.278122,,,,8.6972718,,,,827.9264426,,,,8.3566078,,,,91.6541814,,,,789.1468373,,,,5105,,,,2.90324
CANDIDATE,,349.021766,,59.019516,5.1879527,,,,5.979,,,,3524,,,,14.8534,,,,1933.52,,,,1847,,,,6617,,,,2.9
CANDIDATE,,136.219646,,-31.930076,2.6375869,,,,4.029,,,,3610,,,,16.5853,,,,2389.95,,,,1947,,,,6196,,,,2.9
CANDIDATE,,346.752412,,47.044576,2.4188647,,,,2.5,,,,5441,,,,20.8975,,,,2177.78,,,,1903,,,,7316,,,,2.9
CANDIDATE,,17.47474,,25.681649,5.147905,,,,5.405,,,,3710,,,,18.0411,,,,1594.76,,,,1760,,,,6064,,,,2.9
CANDIDATE,,220.003903,,-52.910049,8.4457042,,,,1.6861879,,,,3848.717917,,,,21.1100738,,,,1720.413818,,,,1642.585482,,,,6392,,,,2.8927801
CANDIDATE,,45.112779,,0.380842,1.82738,,,,1.491,,,,870,,,,8.96794,,,,727.6,,,,1446,,,,6130.5,,,,2.89
CANDIDATE,,216.471203,,-69.83585,4.254955,,,,4.228,,,,2370,,,,14.4712,,,,5255.5,,,,2372,,,,8653,,,,2.88
CANDIDATE,,66.514805,,-12.51168,6.5857043,,,,2.777,,,,1420,,,,13.2476,,,,891.424,,,,1522,,,,5908.4,,,,2.88
FALSE POSITIVE,,24.216097,,-39.142583,9.77742,,,,6.713,,,,6740,,,,35.6978,,,,480.928,,,,1304,,,,4513,,,,2.87
CANDIDATE,,285.728523,,63.948849,11.0023133,,,,5.305,,,,298,,,,4.25882,,,,261.664,,,,1120,,,,6264,,,,2.87
CANDIDATE,,119.245948,,-49.473563,9.8302309,,,,4.0164674,,,,5116.722044,,,,27.5606205,,,,1527.887321,,,,1594.5663,,,,6683.6,,,,2.86532
CANDIDATE,,168.416829,,51.177452,4.1866989,,,,6.5543918,,,,2199.89363,,,,13.6762774,,,,3868.605528,,,,2011.445925,,,,6309,,,,2.85361
CANDIDATE,,201.899291,,-46.386792,19.6500878,,,,2.277,,,,2605,,,,14.4539,,,,64.2887,,,,788,,,,8968,,,,2.85
CANDIDATE,,180.433197,,-61.954742,13.2689495,,,,2.8,,,,770,,,,7.74981,,,,328.707,,,,1186,,,,9635,,,,2.85
FALSE POSITIVE,,332.926877,,-63.167437,0.5474737,,,,1.789,,,,1430,,,,10.9219,,,,5430.93,,,,2391,,,,5073,,,,2.84
CANDIDATE,,151.148732,,-42.905058,7.4547813,,,,7.1681685,,,,2508.586284,,,,14.5247965,,,,1902.755078,,,,1684.478499,,,,6502,,,,2.8327301
CANDIDATE,,130.223468,,-19.851233,1.8592079,,,,2.212,,,,3150,,,,16.4056,,,,2679.45,,,,2004,,,,7257,,,,2.82
CANDIDATE,,216.271435,,-53.504985,0.6676722,,,,1.117,,,,3440,,,,17.2447,,,,4517.79,,,,2284,,,,6842,,,,2.82
FALSE POSITIVE,,121.009264,,-26.165676,2.1456324,,,,2.1680096,,,,1438.674695,,,,11.0288578,,,,28811.4007,,,,3322.85081,,,,9389,,,,2.80165
CANDIDATE,,337.314049,,56.014714,3.8285502,,,,5.248,,,,2531,,,,12.7621,,,,3360.36,,,,2121,,,,7075,,,,2.8
FALSE POSITIVE,,278.191584,,18.146175,3.965824,,,,2.911,,,,680,,,,7.03413,,,,624.031,,,,1392,,,,6199,,,,2.8
FALSE POSITIVE,,70.670279,,-64.885209,17.7082945,,,,3.449,,,,2341,,,,11.7171,,,,100.109,,,,881,,,,7859,,,,2.8
CANDIDATE,,135.5761,,-57.527088,5.4722557,,,,6.366,,,,1800,,,,11.5748,,,,1142.88,,,,1619,,,,5847,,,,2.8
FALSE POSITIVE,,81.92358,,7.918525,1.13889,,,,2.154,,,,5368.19,,,,22.4869,,,,16504.7,,,,3157,,,,7852.8,,,,2.79
CANDIDATE,,147.510243,,-55.451603,4.0211797,,,,4.198,,,,3500,,,,16.4291,,,,409.938,,,,1253,,,,4881,,,,2.79
CANDIDATE,,270.277609,,61.347153,12.379649,,,,3.3314543,,,,711.2691437,,,,8.6993926,,,,962.3125052,,,,1420.524675,,,,6582,,,,2.7841101
CANDIDATE,,263.758075,,40.695043,10.2611329,,,,7.369,,,,1900,,,,12.2521,,,,515.939,,,,1327,,,,6202,,,,2.78
FALSE POSITIVE,,235.165334,,-81.203316,2.0976705,,,,3.3618036,,,,2503.685688,,,,14.488932,,,,7780.085269,,,,2395.332675,,,,5914.8,,,,2.7729599
CANDIDATE,,67.116707,,21.56849,22.2897649,,,,12.435,,,,1060,,,,8.90212,,,,240.104,,,,1096,,,,5772,,,,2.77
CANDIDATE,,63.825203,,-56.253674,3.990533,,,,3.4539056,,,,3306.405092,,,,16.0765989,,,,862.3677457,,,,1382.110848,,,,5868.2,,,,2.76442
CANDIDATE,,268.198087,,-45.082806,9.2172172,,,,7.3550279,,,,2470.439439,,,,14.1810894,,,,1556.867478,,,,1602.074328,,,,6840,,,,2.7639699
CANDIDATE,,36.519788,,26.091793,4.0069668,,,,5.848,,,,780,,,,7.39456,,,,2636.63,,,,1996,,,,6080.3,,,,2.76
CANDIDATE,,5.965461,,51.468293,5.0625809,,,,3.69,,,,2884,,,,15.2343,,,,1582.94,,,,1757,,,,7664,,,,2.76
CANDIDATE,,310.443577,,-68.134987,374.3644315,,,,3.6392863,,,,310.5114444,,,,5.1223706,,,,8.6426188,,,,437.3016226,,,,6200,,,,2.7539101
CANDIDATE,,310.443577,,-68.134987,183.0019106,,,,2.5483505,,,,396.3670005,,,,5.5931205,,,,22.4438469,,,,555.1292025,,,,6200,,,,2.7539101
CANDIDATE,,350.58587,,60.754699,5.4149624,,,,1.24,,,,4028,,,,16.1825,,,,155.146,,,,983,,,,7979,,,,2.75
CANDIDATE,,5.886949,,67.775723,4.7924038,,,,6.012,,,,2562,,,,11.263,,,,1688.16,,,,1785,,,,6176,,,,2.75
CANDIDATE,,60.273843,,67.507635,3.9010509,,,,4.2743803,,,,3017.555529,,,,15.3760904,,,,3848.724729,,,,2008.85672,,,,6257,,,,2.7449501
CANDIDATE,,329.563915,,71.131605,2.9224661,,,,5.5560255,,,,5724.017673,,,,20.8842189,,,,3990.571634,,,,2027.115654,,,,5520,,,,2.7442901
FALSE POSITIVE,,21.650295,,-72.748874,3.4307565,,,,3.1443388,,,,9664.298563,,,,29.7749124,,,,4956.246014,,,,2139.971372,,,,6270,,,,2.72192
CANDIDATE,,42.316239,,58.769522,5.885604,,,,1.87,,,,4046,,,,18.5216,,,,110.217,,,,902,,,,6294,,,,2.72
CANDIDATE,,333.35532,,67.394175,4.2619292,,,,5.145,,,,1109,,,,8.15264,,,,3376.67,,,,2123,,,,6846,,,,2.72
FALSE POSITIVE,,346.44125,,72.410554,5.6289226,,,,9.272,,,,1850,,,,8.93102,,,,4560.18,,,,2289,,,,6683,,,,2.72
CANDIDATE,,110.778713,,-11.990525,3.4142143,,,,4.212,,,,3400,,,,15.9231,,,,5796.83,,,,2430,,,,8573,,,,2.72
FALSE POSITIVE,,317.7479,,43.551895,2.6400663,,,,3.368,,,,1328,,,,18.2671,,,,7719.64,,,,2611,,,,5155,,,,2.72
CANDIDATE,,287.258761,,-41.100082,4.1518071,,,,2.653,,,,1556,,,,10.2109,,,,596.999,,,,1377,,,,6702,,,,2.71
CANDIDATE,,318.523748,,35.079027,4.9218915,,,,6.715,,,,6245,,,,20.0897,,,,1810.88,,,,1817,,,,6178,,,,2.7
CANDIDATE,,29.742342,,56.85776,1.831733,,,,2.006,,,,2188,,,,12.5113,,,,2527.3,,,,1975,,,,7308,,,,2.7
CANDIDATE,,83.818664,,6.587708,5.1858,,,,7.191,,,,4550,,,,18.5118,,,,1753.41,,,,1802,,,,6130,,,,2.7
CANDIDATE,,112.752393,,-4.463359,6.9989206,,,,3.953,,,,2840,,,,14.7752,,,,448.744,,,,1282,,,,6596,,,,2.7
FALSE POSITIVE,,116.368498,,44.129824,4.0802864,,,,1.4789165,,,,516.622925,,,,6.300967,,,,4280.323561,,,,2062.950938,,,,6802.3,,,,2.68185
CANDIDATE,,171.252251,,-66.488049,7.3136902,,,,5.53,,,,1480,,,,10.3927,,,,425.471,,,,1265,,,,5654,,,,2.68
CANDIDATE,,83.865929,,21.294242,7.2455997,,,,2.734,,,,1106,,,,14.2395,,,,1192.46,,,,1637,,,,6169.1,,,,2.68
FALSE POSITIVE,,351.380744,,54.601182,2.89453,,,,3.327,,,,550,,,,6.20845,,,,9411.16,,,,2743,,,,9714,,,,2.68
FALSE POSITIVE,,70.54858,,54.292058,0.6565741,,,,1.908,,,,423,,,,5.01154,,,,4719.59,,,,2309,,,,5235.5,,,,2.68
FALSE POSITIVE,,290.708965,,56.615386,3.3686634,,,,3.012,,,,3288,,,,42.2321,,,,9856.24,,,,2775,,,,7518,,,,2.68
FALSE POSITIVE,,11.3024,,56.070058,2.013653,,,,2.1214907,,,,822.8974252,,,,9.0269074,,,,38859.71273,,,,3580.920225,,,,10310,,,,2.67713
FALSE POSITIVE,,10.962717,,61.835626,6.5344463,,,,2.774,,,,3240,,,,15.3823,,,,982.822,,,,1559,,,,7715.3,,,,2.67
FALSE POSITIVE,,89.730768,,-79.743374,2.5852,,,,1.963,,,,290,,,,4.66502,,,,1150.76,,,,1622,,,,6639,,,,2.66
CANDIDATE,,133.47703,,-38.997112,9.6742544,,,,6.594,,,,2923,,,,11.7179,,,,753.131,,,,1459,,,,6803,,,,2.66
FALSE POSITIVE,,285.062239,,34.258278,5.3194765,,,,4.653,,,,3640,,,,15.9815,,,,1271.35,,,,1663,,,,6987,,,,2.66
FALSE POSITIVE,,85.222404,,25.872525,1.4713984,,,,3.028,,,,236,,,,3.62613,,,,2280.57,,,,1925,,,,5110.7,,,,2.66
FALSE POSITIVE,,133.145204,,-50.008798,0.82967,,,,1.755,,,,4744.55,,,,20.1053,,,,65023.4,,,,4448,,,,6991.1,,,,2.65
FALSE POSITIVE,,133.457963,,-48.81268,6.5197781,,,,2.63,,,,1290.149756,,,,8.5555002,,,,85.1668,,,,846,,,,4951.7,,,,2.65
CANDIDATE,,119.888415,,-32.706065,3.7899018,,,,3.9779406,,,,7609.268787,,,,23.926255,,,,12025.91816,,,,2670.848848,,,,7810,,,,2.64206
FALSE POSITIVE,,21.805455,,67.966855,4.0158188,,,,6.257,,,,560,,,,4.59761,,,,4207.93,,,,2243,,,,6950,,,,2.64
CANDIDATE,,97.621169,,19.861789,6.5552932,,,,3.016,,,,4730,,,,19.1366,,,,938.617,,,,1542,,,,7787,,,,2.64
FALSE POSITIVE,,60.838304,,25.343808,1.7134571,,,,1.433,,,,355,,,,4.95462,,,,4181.14,,,,2240,,,,8638,,,,2.64
CANDIDATE,,24.272371,,-46.945342,1.2979921,,,,2.5298876,,,,10855.65582,,,,39.1860336,,,,1915.81643,,,,1687.361839,,,,4965,,,,2.63993
CANDIDATE,,104.055775,,-20.052499,2.2786049,,,,1.924,,,,1050,,,,12.6809,,,,10942.1,,,,2849,,,,8550,,,,2.63
CANDIDATE,,146.539767,,-49.577322,3.4365075,,,,3.353,,,,4410,,,,17.7367,,,,575.941,,,,1364,,,,5438,,,,2.63
FALSE POSITIVE,,292.286802,,30.297329,0.660179,,,,1.6349369,,,,473.0939303,,,,6.1672487,,,,252487.7639,,,,5717.153248,,,,8598.7,,,,2.62432
FALSE POSITIVE,,111.766458,,-7.129696,1.10578,,,,1.87,,,,672.523,,,,7.4741,,,,2163.51,,,,1900,,,,5650.4,,,,2.62
CANDIDATE,,46.504292,,47.461389,4.9570983,,,,6.687,,,,4860,,,,15.9349,,,,5671.62,,,,2417,,,,8120.6,,,,2.62
CANDIDATE,,110.163384,,-29.951583,5.0648401,,,,3.009,,,,915,,,,8.28506,,,,873.95,,,,1514,,,,6675,,,,2.62
CANDIDATE,,333.725864,,62.858737,6.7716021,,,,6.279,,,,4580,,,,16.5311,,,,831.07,,,,1495,,,,6136,,,,2.62
CANDIDATE,,318.784961,,44.899679,6.5601782,,,,4.058,,,,2474,,,,28.2675,,,,20126.7,,,,3318,,,,9976,,,,2.62
CANDIDATE,,319.699588,,-26.616374,3.3088922,,,,6.114,,,,4736,,,,24.9862,,,,17074.7,,,,3184,,,,6188,,,,2.62
CANDIDATE,,336.295039,,67.971168,1.1633325,,,,1.7800569,,,,384.9566815,,,,5.5717234,,,,102177.3532,,,,4559.932477,,,,11265,,,,2.61707
CANDIDATE,,48.378728,,-32.00557,1.7957918,,,,1.666,,,,770,,,,7.76436,,,,718.524,,,,1442,,,,5658.4,,,,2.61
CANDIDATE,,251.037059,,-58.984634,2.7967251,,,,1.626,,,,5786,,,,19.3726,,,,724.258,,,,1445,,,,7566,,,,2.61
CANDIDATE,,151.834712,,-53.343307,2.1978944,,,,1.619,,,,3203,,,,15.7016,,,,292.313,,,,1151,,,,5147,,,,2.61
CANDIDATE,,153.669669,,-15.642837,4.2889696,,,,2.517,,,,5850,,,,20.7112,,,,646.761,,,,1404,,,,6736.9,,,,2.61
FALSE POSITIVE,,144.040606,,-24.751118,1.1792344,,,,1.7572263,,,,5398.699681,,,,26.9739777,,,,16257.69141,,,,2879.946821,,,,6127.1,,,,2.6058199
CANDIDATE,,33.870091,,35.357237,3.8363055,,,,7.175,,,,3861,,,,18.8534,,,,9673.97,,,,2762,,,,5982,,,,2.6
CANDIDATE,,169.921678,,-21.249763,0.689421,,,,1.233,,,,3580,,,,16.3132,,,,1853.96,,,,1828,,,,5270,,,,2.6
CANDIDATE,,356.621626,,81.378061,6.7786403,,,,1.8963943,,,,1146.365364,,,,13.8147158,,,,2865.198104,,,,1865.986139,,,,7665,,,,2.5943999
CANDIDATE,,166.636671,,-53.73198,9.2224171,,,,5.296858,,,,3109.761707,,,,15.6527771,,,,1125.057365,,,,1477.111966,,,,6332,,,,2.5926199
CANDIDATE,,103.678583,,-7.131316,5.6148305,,,,3.829,,,,2300,,,,9.62058,,,,3420.14,,,,2130,,,,9856,,,,2.59
CANDIDATE,,311.10033,,3.037627,5.1869453,,,,4.736,,,,2193,,,,10.1814,,,,1024.95,,,,1576,,,,6018,,,,2.59
FALSE POSITIVE,,301.393952,,39.588455,1.7578288,,,,3.218,,,,2116,,,,13.9433,,,,29799.8,,,,3660,,,,6640,,,,2.59
CANDIDATE,,105.24334,,-2.259145,5.2376102,,,,6.518,,,,3830,,,,16.2444,,,,3686.59,,,,2170,,,,7666,,,,2.59
FALSE POSITIVE,,100.873785,,-1.871278,1.1472535,,,,1.789,,,,4090,,,,17.228,,,,16302.6,,,,3147,,,,9742,,,,2.59
FALSE POSITIVE,,291.463084,,25.189437,0.64971,,,,2.076,,,,620,,,,6.23181,,,,83182,,,,4731,,,,9994,,,,2.59
CANDIDATE,,315.171774,,-35.871099,6.53144,,,,5.713,,,,700,,,,6.77621,,,,808.553,,,,1485,,,,6037.2,,,,2.58
CANDIDATE,,323.247185,,33.454096,3.6814233,,,,5.084,,,,3225,,,,13.5757,,,,1660.91,,,,1778,,,,5956,,,,2.57
CANDIDATE,,123.192189,,-4.247711,5.0358501,,,,6.391,,,,3956,,,,15.0966,,,,3403.81,,,,2127,,,,7455,,,,2.57
CANDIDATE,,145.189317,,-49.815667,3.5164369,,,,3.119,,,,6640,,,,22.1885,,,,227.514,,,,1081,,,,4395,,,,2.57
CANDIDATE,,167.819807,,-68.472537,1.8868756,,,,2.393,,,,368,,,,4.8297,,,,9275.7,,,,2734,,,,7751,,,,2.57
CANDIDATE,,355.081093,,62.136748,3.3501179,,,,1.651,,,,4066,,,,17.5987,,,,279.334,,,,1138,,,,6238,,,,2.57
FALSE POSITIVE,,70.308489,,-15.672123,2.3767548,,,,3.225,,,,7940,,,,23.4044,,,,2690.9,,,,2006,,,,6931,,,,2.57
CANDIDATE,,256.860137,,68.865626,31.0343214,,,,12.0587354,,,,1572.189109,,,,10.1577688,,,,33.7343273,,,,614.6639792,,,,5234,,,,2.56935
CANDIDATE,,113.695288,,-61.240068,6.4872362,,,,2.5986372,,,,112.7687265,,,,3.2602447,,,,284.7722987,,,,1047.717468,,,,4997,,,,2.56864
CANDIDATE,,128.20788,,-13.064342,3.5714448,,,,2.356,,,,4090,,,,18.4074,,,,873.532,,,,1514,,,,5942,,,,2.56
FALSE POSITIVE,,217.279625,,-43.361979,10.8458712,,,,3.379,,,,3120,,,,21.6846,,,,878.752,,,,1516,,,,6670.3,,,,2.56
CANDIDATE,,36.784679,,32.876956,7.3723906,,,,7.8217079,,,,347.7876879,,,,4.8405988,,,,1331.92121,,,,1540.775568,,,,6083,,,,2.5524099
CANDIDATE,,92.934009,,25.038945,5.1185703,,,,6.274,,,,2687,,,,11.7972,,,,2080.26,,,,1881,,,,6547.8,,,,2.55
CANDIDATE,,8.386256,,61.860766,5.7998626,,,,5.684,,,,2387,,,,11.022,,,,806.794,,,,1484,,,,5852,,,,2.55
CANDIDATE,,12.518892,,18.985772,4.9583217,,,,5.223,,,,5121,,,,16.3815,,,,862.417,,,,1509,,,,5801,,,,2.55
FALSE POSITIVE,,32.321881,,-48.48474,0.9399664,,,,1.122492,,,,587.9364245,,,,6.6149456,,,,22464.7892,,,,3122.448877,,,,6300.3,,,,2.5465
CANDIDATE,,20.717398,,48.955364,3.4648951,,,,1.046,,,,1339,,,,9.72728,,,,374.648,,,,1225,,,,8455.3,,,,2.54
CANDIDATE,,21.572736,,64.840007,9.2584055,,,,3.8583323,,,,2039.819559,,,,11.7073433,,,,811.0432719,,,,1361.070923,,,,5707,,,,2.53632
CANDIDATE,,322.622051,,-26.773971,4.4738444,,,,6.406,,,,2985,,,,11.2091,,,,854.858,,,,1506,,,,4943.1,,,,2.53
CANDIDATE,,272.537667,,47.875676,5.3333965,,,,5.577,,,,2710,,,,13.3147,,,,871.955,,,,1513,,,,5840.8,,,,2.53
CANDIDATE,,265.087598,,-63.251885,1.0571733,,,,1.235,,,,2140,,,,12.0066,,,,2168.84,,,,1901,,,,6307,,,,2.53
CANDIDATE,,300.559621,,-39.506572,1083.557599,,,,8.3500813,,,,2930.071411,,,,13.8558129,,,,1.6153271,,,,287.5311275,,,,6002,,,,2.52105
CANDIDATE,,152.911589,,-48.205913,1.7125104,,,,3.465,,,,1810,,,,9.77984,,,,12427.4,,,,2941,,,,7938,,,,2.52
FALSE POSITIVE,,31.902189,,45.500156,8.66698,,,,6.104,,,,9854.3,,,,27.4804,,,,2647.36,,,,1998,,,,6322.2,,,,2.52
FALSE POSITIVE,,136.527702,,-54.903922,0.30412,,,,0.748,,,,1330,,,,10.417,,,,280833,,,,6413,,,,11892,,,,2.52
CANDIDATE,,310.142452,,47.299605,1.102219,,,,1.538,,,,4361,,,,16.2877,,,,4488.98,,,,2280,,,,7469,,,,2.51
FALSE POSITIVE,,317.541024,,38.239559,1.6540803,,,,2.008,,,,3460,,,,15.2145,,,,2118.23,,,,1889,,,,6453,,,,2.51
FALSE POSITIVE,,41.904242,,61.306342,2.4254068,,,,3.323,,,,1910,,,,11.0715,,,,7043.91,,,,2552,,,,8290,,,,2.51
FALSE POSITIVE,,142.107198,,-38.947381,12.4498835,,,,5.45,,,,1827,,,,20.0559,,,,5588.85,,,,2408,,,,8469,,,,2.51
FALSE POSITIVE,,48.423422,,61.907831,12.5343031,,,,4.572,,,,1517,,,,8.71775,,,,463.57,,,,1292,,,,7275,,,,2.51
CANDIDATE,,298.287708,,-46.369991,0.7724825,,,,1.3744974,,,,211.3168519,,,,4.1624907,,,,60276.50005,,,,3996.287792,,,,8271,,,,2.5027299
CANDIDATE,,308.190536,,27.546096,5.2819763,,,,5.909,,,,3320,,,,14.0062,,,,1409.33,,,,1706,,,,6228,,,,2.5
CANDIDATE,,207.66961,,-48.807654,5.0414219,,,,6.675,,,,2340,,,,11.6667,,,,1527.97,,,,1741,,,,5838,,,,2.5
CANDIDATE,,100.58781,,-58.18322,13.576858,,,,4.628,,,,263,,,,3.5804,,,,234.695,,,,1090,,,,6730,,,,2.5
CANDIDATE,,87.554742,,-53.330742,4.3217658,,,,5.515,,,,2640,,,,12.7289,,,,977.267,,,,1557,,,,5139,,,,2.5
CANDIDATE,,72.031822,,39.966936,10.9568722,,,,3.469,,,,4643,,,,21.7036,,,,6376.83,,,,2489,,,,7106.5,,,,2.5
FALSE POSITIVE,,323.86462,,51.323577,2.6380089,,,,3.55,,,,1683,,,,12.8098,,,,26423.9,,,,3551,,,,7495,,,,2.5
CANDIDATE,,90.062588,,11.884058,10.655694,,,,7.8236322,,,,2103.657876,,,,11.7630857,,,,997.808531,,,,1433.446712,,,,6715,,,,2.49897
CANDIDATE,,139.106048,,-63.641065,5.6022404,,,,6.027,,,,4365,,,,16.2862,,,,1136.7,,,,1617,,,,6237,,,,2.49
FALSE POSITIVE,,314.494487,,19.27883,6.2043746,,,,5.957,,,,4380,,,,14.9548,,,,911.223,,,,1530,,,,6122,,,,2.49
CANDIDATE,,187.651542,,-43.953561,5.6177467,,,,2.307,,,,670,,,,5.60938,,,,233.759,,,,1089,,,,6315,,,,2.48
CANDIDATE,,112.07656,,-23.270042,8.31001,,,,7.754,,,,5667,,,,18.2639,,,,1097.56,,,,1603,,,,6649,,,,2.48
CANDIDATE,,193.084066,,-54.22846,4.6622996,,,,3.382,,,,3810,,,,15.6435,,,,778.408,,,,1471,,,,6870,,,,2.48
FALSE POSITIVE,,342.552349,,75.860399,4.7257129,,,,2.701,,,,1740,,,,10.5468,,,,350.147,,,,1205,,,,6139,,,,2.48
FALSE POSITIVE,,137.549077,,-63.406609,13.2681095,,,,3.554,,,,2140,,,,11.9718,,,,91.8511,,,,862,,,,6364,,,,2.48
FALSE POSITIVE,,276.379287,,63.488103,2.555332,,,,5.14,,,,6550,,,,20.5128,,,,4328.46,,,,2259,,,,6454,,,,2.48
FALSE POSITIVE,,228.84306,,-52.885989,4.73703,,,,3.902,,,,2410,,,,25.7144,,,,53821,,,,4243,,,,11600,,,,2.48
CANDIDATE,,162.168812,,-24.719427,10.397262,,,,9.97,,,,3143,,,,13.8002,,,,371.029,,,,1222,,,,4953.5,,,,2.47
CANDIDATE,,111.523899,,-52.4632,5.6928845,,,,4.261,,,,291,,,,3.80626,,,,908.509,,,,1529,,,,6610,,,,2.47
CANDIDATE,,299.529431,,27.326911,6.9100016,,,,4.536,,,,4310,,,,15.2568,,,,1742.51,,,,1799,,,,8722,,,,2.47
CANDIDATE,,96.071638,,-53.575693,49.6178223,,,,14.0758927,,,,88.0818849,,,,2.4730956,,,,72.767119,,,,744.9095545,,,,5494.7,,,,2.46205
CANDIDATE,,332.624758,,48.097061,4.4264918,,,,6.059,,,,3584,,,,14.8697,,,,2497.57,,,,1969,,,,6231,,,,2.46
CANDIDATE,,88.44156,,18.478748,4.8789974,,,,6.112,,,,4762,,,,15.3642,,,,2600.12,,,,1989,,,,6473,,,,2.46
CANDIDATE,,1.074045,,42.5736,1.0222806,,,,2.071,,,,1280,,,,8.97675,,,,15853.1,,,,3126,,,,8448,,,,2.46
CANDIDATE,,296.606916,,36.952758,2.2377411,,,,4.079,,,,3640,,,,14.7763,,,,3548.41,,,,2150,,,,6148,,,,2.46
FALSE POSITIVE,,26.687843,,63.612237,2.0714803,,,,3.108,,,,1660,,,,9.7546,,,,4440.11,,,,2274,,,,7047,,,,2.46
CANDIDATE,,347.967961,,56.862096,1.97549,,,,2.409,,,,5457,,,,17.6764,,,,5560.11,,,,2405,,,,8523,,,,2.46
CANDIDATE,,109.100834,,-4.730664,0.9008643,,,,1.419,,,,2530,,,,13.1071,,,,13721.4,,,,3015,,,,9267,,,,2.46
CANDIDATE,,331.70177,,63.599044,21.07626,,,,2.124,,,,1890,,,,11.6504,,,,31.6166,,,,660,,,,7577,,,,2.46
FALSE POSITIVE,,143.46695,,-55.175763,1.79988,,,,3.518,,,,180,,,,3.32197,,,,6540.68,,,,2505,,,,6136.9,,,,2.46
CANDIDATE,,86.155099,,50.377688,6.583694,,,,4.635,,,,4902,,,,19.1169,,,,611.047,,,,1385,,,,6600.9,,,,2.45
CANDIDATE,,92.511344,,32.943648,8.4332312,,,,8.47,,,,2010,,,,11.5473,,,,911.613,,,,1530,,,,5874,,,,2.45
CANDIDATE,,294.922389,,28.572231,4.3713133,,,,4.113,,,,2960,,,,12.9868,,,,847.146,,,,1502,,,,6029,,,,2.45
FALSE POSITIVE,,61.721603,,58.465452,7.45494,,,,3.465,,,,2280,,,,15.1922,,,,479.468,,,,1303,,,,5029.7,,,,2.45
FALSE POSITIVE,,320.116115,,61.12025,1.67346,,,,2.54,,,,390,,,,5.10182,,,,19786.3,,,,3304,,,,10445,,,,2.45
FALSE POSITIVE,,303.017318,,35.524628,3.8615978,,,,1.678,,,,1020,,,,13.8394,,,,2320.32,,,,1933,,,,7396,,,,2.45
FALSE POSITIVE,,75.627307,,-72.913998,12.8379689,,,,9.8464123,,,,10539.01928,,,,25.4886382,,,,374.129,,,,1225,,,,5765,,,,2.4494
CANDIDATE,,149.853813,,-45.449353,0.4021401,,,,1.1432107,,,,3337.174696,,,,22.9091656,,,,17100.1,,,,3185,,,,6115,,,,2.44753
CANDIDATE,,318.857399,,56.119827,7.0346299,,,,2.565,,,,3746,,,,17.638,,,,533.148,,,,1338,,,,8294,,,,2.44
FALSE POSITIVE,,312.029841,,43.938698,10.7004569,,,,1.281,,,,2409,,,,13.1568,,,,51.9069,,,,747,,,,6906,,,,2.44
CANDIDATE,,150.73136,,-48.628391,1.5252473,,,,2.343,,,,1730,,,,9.59771,,,,1941.1,,,,1849,,,,5698,,,,2.44
